物件名,住所,アクセス,最寄駅1,最寄駅1からの時間(分),最寄駅2,最寄駅2からの時間(分),最寄駅3,最寄駅3からの時間(分),築年数(年),建物の階数,階数,家賃(円),管理費(円),敷金(円),礼金(円),間取り,面積(m2)
メーゾン俊2nd,東京都大田区矢口１, 東急多摩川線/武蔵新田駅 歩1分 東急池上線/千鳥町駅 歩9分 東急多摩川線/下丸子駅 歩10分 ,東急多摩川線/武蔵新田駅駅,1,東急池上線/千鳥町駅駅,9,東急多摩川線/下丸子駅駅,10,23,5,5,105000,10000,105000,105000,1LDK,37.88
東急多摩川線 矢口渡駅 5階建 築34年,東京都大田区東矢口２, 東急多摩川線/矢口渡駅 歩6分 東急池上線/蓮沼駅 歩9分 東急池上線/池上駅 歩13分 ,東急多摩川線/矢口渡駅駅,6,東急池上線/蓮沼駅駅,9,東急池上線/池上駅駅,13,34,5,4,100000,0,100000,100000,1DK,45.0
スプリング　ヒル,東京都大田区中馬込３, 都営浅草線/馬込駅 歩8分 都営浅草線/西馬込駅 歩9分 東急大井町線/荏原町駅 歩21分 ,都営浅草線/馬込駅駅,8,都営浅草線/西馬込駅駅,9,東急大井町線/荏原町駅駅,21,31,4,2,118000,6000,118000,118000,2DK,44.28
都営浅草線 西馬込駅 地下1地上4階建 築5年,東京都大田区西馬込２, 都営浅草線/西馬込駅 歩3分 東急池上線/池上駅 歩21分 都営浅草線/馬込駅 歩20分 ,都営浅草線/西馬込駅駅,3,東急池上線/池上駅駅,21,都営浅草線/馬込駅駅,20,5,1,1,94000,10000,0,0,1K,25.02
都営浅草線 西馬込駅 地下1地上4階建 築5年,東京都大田区西馬込２, 都営浅草線/西馬込駅 歩3分 東急池上線/池上駅 歩21分 都営浅草線/馬込駅 歩20分 ,都営浅草線/西馬込駅駅,3,東急池上線/池上駅駅,21,都営浅草線/馬込駅駅,20,5,1,2,99000,10000,0,0,1K,25.0
都営浅草線 西馬込駅 地下1地上4階建 築5年,東京都大田区西馬込２, 都営浅草線/西馬込駅 歩3分 東急池上線/池上駅 歩21分 都営浅草線/馬込駅 歩20分 ,都営浅草線/西馬込駅駅,3,東急池上線/池上駅駅,21,都営浅草線/馬込駅駅,20,5,1,3,102000,10000,0,0,1K,25.0
グローリア旗の台,東京都大田区北馬込１, 東急大井町線/旗の台駅 歩8分 東急池上線/長原駅 歩3分 東急目黒線/洗足駅 歩17分 ,東急大井町線/旗の台駅駅,8,東急池上線/長原駅駅,3,東急目黒線/洗足駅駅,17,6,5,5,84000,5000,0,0,ワンルーム,23.61
グローリア旗の台,東京都大田区北馬込１, 東急大井町線/旗の台駅 歩8分 東急池上線/長原駅 歩3分 東急目黒線/洗足駅 歩17分 ,東急大井町線/旗の台駅駅,8,東急池上線/長原駅駅,3,東急目黒線/洗足駅駅,17,6,5,5,85000,5000,0,0,ワンルーム,23.61
グローリア旗の台,東京都大田区北馬込１, 東急大井町線/旗の台駅 歩8分 東急池上線/長原駅 歩3分 東急目黒線/洗足駅 歩17分 ,東急大井町線/旗の台駅駅,8,東急池上線/長原駅駅,3,東急目黒線/洗足駅駅,17,6,5,4,86000,5000,0,0,ワンルーム,23.61
ＮＣプロスペラーレ,東京都大田区北嶺町, 東急池上線/御嶽山駅 歩5分 東急池上線/雪が谷大塚駅 歩8分 東急多摩川線/沼部駅 歩16分 ,東急池上線/御嶽山駅駅,5,東急池上線/雪が谷大塚駅駅,8,東急多摩川線/沼部駅駅,16,17,5,2,79000,7000,79000,79000,1K,21.7
ＪＲ京浜東北線 蒲田駅 12階建 築14年,東京都大田区西蒲田１, ＪＲ京浜東北線/蒲田駅 歩10分 東急池上線/蓮沼駅 歩13分 京急本線/京急蒲田駅 歩18分 ,ＪＲ京浜東北線/蒲田駅駅,10,東急池上線/蓮沼駅駅,13,京急本線/京急蒲田駅駅,18,14,12,6,85000,8000,85000,0,1K,23.96
ＪＲ京浜東北線 蒲田駅 12階建 築14年,東京都大田区西蒲田１, ＪＲ京浜東北線/蒲田駅 歩10分 東急池上線/蓮沼駅 歩13分 京急本線/京急蒲田駅 歩18分 ,ＪＲ京浜東北線/蒲田駅駅,10,東急池上線/蓮沼駅駅,13,京急本線/京急蒲田駅駅,18,14,12,4,85000,8000,85000,0,1K,23.86
ＪＲ京浜東北線 蒲田駅 12階建 築14年,東京都大田区西蒲田１, ＪＲ京浜東北線/蒲田駅 歩10分 東急池上線/蓮沼駅 歩13分 京急本線/京急蒲田駅 歩18分 ,ＪＲ京浜東北線/蒲田駅駅,10,東急池上線/蓮沼駅駅,13,京急本線/京急蒲田駅駅,18,14,12,6,93000,8000,93000,0,1K,26.48
ＪＲ京浜東北線 蒲田駅 12階建 築14年,東京都大田区西蒲田１, ＪＲ京浜東北線/蒲田駅 歩10分 東急池上線/蓮沼駅 歩13分 京急本線/京急蒲田駅 歩18分 ,ＪＲ京浜東北線/蒲田駅駅,10,東急池上線/蓮沼駅駅,13,京急本線/京急蒲田駅駅,18,14,12,9,167000,13000,334000,167000,1LDK,49.23
ガーデン蒲田,東京都大田区西蒲田１, ＪＲ京浜東北線/蒲田駅 歩10分 京急本線/梅屋敷駅 歩15分 京急本線/京急蒲田駅 歩18分 ,ＪＲ京浜東北線/蒲田駅駅,10,京急本線/梅屋敷駅駅,15,京急本線/京急蒲田駅駅,18,13,12,6,93000,8000,93000,0,1K,26.91
ブライズ久が原,東京都大田区南久が原２, 東急池上線/久が原駅 歩3分 東急多摩川線/鵜の木駅 歩10分 東急池上線/千鳥町駅 歩9分 ,東急池上線/久が原駅駅,3,東急多摩川線/鵜の木駅駅,10,東急池上線/千鳥町駅駅,9,10,5,3,82000,10000,0,0,1K,25.6
スノーバレー９３,東京都大田区東雪谷２, 東急池上線/石川台駅 歩5分 東急池上線/雪が谷大塚駅 歩11分 東急池上線/洗足池駅 歩12分 ,東急池上線/石川台駅駅,5,東急池上線/雪が谷大塚駅駅,11,東急池上線/洗足池駅駅,12,34,6,5,79000,0,79000,79000,ワンルーム,28.83
スノーバレー９３,東京都大田区東雪谷２, 東急池上線/石川台駅 歩5分 東急池上線/雪が谷大塚駅 歩11分 東急池上線/洗足池駅 歩12分 ,東急池上線/石川台駅駅,5,東急池上線/雪が谷大塚駅駅,11,東急池上線/洗足池駅駅,12,34,6,3,79000,0,79000,79000,ワンルーム,26.44
スノーバレー９３,東京都大田区東雪谷２, 東急池上線/石川台駅 歩5分 東急池上線/雪が谷大塚駅 歩11分 東急池上線/洗足池駅 歩12分 ,東急池上線/石川台駅駅,5,東急池上線/雪が谷大塚駅駅,11,東急池上線/洗足池駅駅,12,34,6,3,79000,0,79000,79000,ワンルーム,25.04
スノーバレー９３,東京都大田区東雪谷２, 東急池上線/石川台駅 歩5分 東急池上線/雪が谷大塚駅 歩11分 東急池上線/洗足池駅 歩12分 ,東急池上線/石川台駅駅,5,東急池上線/雪が谷大塚駅駅,11,東急池上線/洗足池駅駅,12,34,6,5,79000,0,79000,79000,ワンルーム,24.0
スノーバレー９３,東京都大田区東雪谷２, 東急池上線/石川台駅 歩5分 東急池上線/雪が谷大塚駅 歩11分 東急池上線/洗足池駅 歩12分 ,東急池上線/石川台駅駅,5,東急池上線/雪が谷大塚駅駅,11,東急池上線/洗足池駅駅,12,34,6,5,82000,0,82000,82000,ワンルーム,26.44
スノーバレー９３,東京都大田区東雪谷２, 東急池上線/石川台駅 歩5分 東急池上線/雪が谷大塚駅 歩11分 東急池上線/洗足池駅 歩12分 ,東急池上線/石川台駅駅,5,東急池上線/雪が谷大塚駅駅,11,東急池上線/洗足池駅駅,12,34,6,3,82000,0,82000,82000,ワンルーム,22.62
スノーバレー９３,東京都大田区東雪谷２, 東急池上線/石川台駅 歩5分 東急池上線/雪が谷大塚駅 歩11分 東急池上線/洗足池駅 歩12分 ,東急池上線/石川台駅駅,5,東急池上線/雪が谷大塚駅駅,11,東急池上線/洗足池駅駅,12,34,6,4,94000,0,94000,94000,1LDK,33.11
スノーバレー９３,東京都大田区東雪谷２, 東急池上線/石川台駅 歩5分 東急池上線/雪が谷大塚駅 歩11分 東急池上線/洗足池駅 歩12分 ,東急池上線/石川台駅駅,5,東急池上線/雪が谷大塚駅駅,11,東急池上線/洗足池駅駅,12,34,6,3,94000,0,94000,94000,1DK,34.0
スノーバレー９３,東京都大田区東雪谷２, 東急池上線/石川台駅 歩5分 東急池上線/雪が谷大塚駅 歩11分 東急池上線/洗足池駅 歩12分 ,東急池上線/石川台駅駅,5,東急池上線/雪が谷大塚駅駅,11,東急池上線/洗足池駅駅,12,34,6,2,94000,0,94000,94000,1LDK,33.11
スノーバレー９３,東京都大田区東雪谷２, 東急池上線/石川台駅 歩5分 東急池上線/雪が谷大塚駅 歩11分 東急池上線/洗足池駅 歩12分 ,東急池上線/石川台駅駅,5,東急池上線/雪が谷大塚駅駅,11,東急池上線/洗足池駅駅,12,34,6,4,94000,0,94000,94000,1LDK,35.0
スノーバレー９３,東京都大田区東雪谷２, 東急池上線/石川台駅 歩5分 東急池上線/雪が谷大塚駅 歩11分 東急池上線/洗足池駅 歩12分 ,東急池上線/石川台駅駅,5,東急池上線/雪が谷大塚駅駅,11,東急池上線/洗足池駅駅,12,34,6,3,94000,0,94000,94000,1LDK,33.11
スノーバレー９３,東京都大田区東雪谷２, 東急池上線/石川台駅 歩5分 東急池上線/雪が谷大塚駅 歩11分 東急池上線/洗足池駅 歩12分 ,東急池上線/石川台駅駅,5,東急池上線/雪が谷大塚駅駅,11,東急池上線/洗足池駅駅,12,34,6,4,94000,0,94000,94000,1LDK,33.1
都営浅草線 西馬込駅 2階建 新築,東京都大田区南馬込４, 都営浅草線/西馬込駅 歩12分 都営浅草線/馬込駅 歩18分 東急大井町線/荏原町駅 歩29分 ,都営浅草線/西馬込駅駅,12,都営浅草線/馬込駅駅,18,東急大井町線/荏原町駅駅,29,,2,1,174000,6500,174000,348000,2LDK,60.64
都営浅草線 西馬込駅 2階建 新築,東京都大田区南馬込４, 都営浅草線/西馬込駅 歩12分 都営浅草線/馬込駅 歩18分 東急大井町線/荏原町駅 歩29分 ,都営浅草線/西馬込駅駅,12,都営浅草線/馬込駅駅,18,東急大井町線/荏原町駅駅,29,,2,2,179000,6500,179000,358000,2LDK,60.64
レオパレスＳｕｎｎｙ　Ｓｉｄｅ,東京都大田区東六郷１, 京急本線/雑色駅 歩8分 ＪＲ京浜東北線/蒲田駅 歩19分  ,京急本線/雑色駅駅,8,ＪＲ京浜東北線/蒲田駅駅,19,,0,19,3,3,80000,5500,0,80000,1K,19.87
ドルチェ東京池上・弐番館,東京都大田区池上３, 東急池上線/池上駅 歩8分 東急池上線/千鳥町駅 歩7分 東急多摩川線/武蔵新田駅 歩15分 ,東急池上線/池上駅駅,8,東急池上線/千鳥町駅駅,7,東急多摩川線/武蔵新田駅駅,15,18,9,4,69000,8000,0,69000,1K,22.1
ドルチェ東京池上・弐番館,東京都大田区池上３, 東急池上線/池上駅 歩8分 東急池上線/千鳥町駅 歩7分 東急多摩川線/武蔵新田駅 歩15分 ,東急池上線/池上駅駅,8,東急池上線/千鳥町駅駅,7,東急多摩川線/武蔵新田駅駅,15,18,9,5,75000,6000,75000,75000,1K,23.66
ザ・ヴァレッシア蒲田シティ 1101,東京都大田区蒲田２, 京急本線/梅屋敷駅 歩4分 京急本線/京急蒲田駅 歩9分 ＪＲ京浜東北線/蒲田駅 歩14分 ,京急本線/梅屋敷駅駅,4,京急本線/京急蒲田駅駅,9,ＪＲ京浜東北線/蒲田駅駅,14,12,13,9,72000,10000,0,72000,1K,20.5
ベルファース大森Ｎｏｒｔｈ,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩11分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,11,京急本線/平和島駅駅,18,,10,2,124000,10000,124000,0,1DK,25.48
ベルファース大森Ｎｏｒｔｈ,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩11分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,11,京急本線/平和島駅駅,18,,10,2,124000,10000,124000,0,1DK,25.34
ベルファース大森Ｎｏｒｔｈ,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩11分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,11,京急本線/平和島駅駅,18,,10,3,125000,10000,125000,0,1DK,25.34
ベルファース大森Ｎｏｒｔｈ,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩11分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,11,京急本線/平和島駅駅,18,,10,4,126000,10000,126000,0,1DK,25.34
ベルファース大森Ｎｏｒｔｈ,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩11分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,11,京急本線/平和島駅駅,18,,10,4,126000,10000,126000,0,1DK,25.28
ベルファース大森Ｎｏｒｔｈ,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩11分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,11,京急本線/平和島駅駅,18,,10,3,128000,10000,128000,0,1DK,25.78
ベルファース大森Ｎｏｒｔｈ,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩11分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,11,京急本線/平和島駅駅,18,,10,4,129000,10000,129000,0,1DK,25.78
ベルファース大森Ｎｏｒｔｈ,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩11分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,11,京急本線/平和島駅駅,18,,10,5,129000,10000,129000,0,1DK,25.78
ベルファース大森Ｎｏｒｔｈ,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩11分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,11,京急本線/平和島駅駅,18,,10,5,129000,10000,129000,0,1DK,25.48
ベルファース大森Ｎｏｒｔｈ,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩11分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,11,京急本線/平和島駅駅,18,,10,5,129000,10000,129000,0,1DK,25.34
ベルファース大森Ｎｏｒｔｈ,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩11分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,11,京急本線/平和島駅駅,18,,10,5,129000,10000,129000,0,1DK,25.28
ベルファース大森Ｎｏｒｔｈ,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩11分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,11,京急本線/平和島駅駅,18,,10,6,131000,10000,131000,0,1DK,25.78
ベルファース大森Ｎｏｒｔｈ,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩11分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,11,京急本線/平和島駅駅,18,,10,6,131000,10000,131000,0,1DK,25.34
ベルファース大森Ｎｏｒｔｈ,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩11分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,11,京急本線/平和島駅駅,18,,10,6,131000,10000,131000,0,1DK,25.28
ベルファース大森Ｎｏｒｔｈ,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩11分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,11,京急本線/平和島駅駅,18,,10,8,135000,10000,135000,0,1DK,25.78
ベルファース大森Ｎｏｒｔｈ,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩11分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,11,京急本線/平和島駅駅,18,,10,8,135000,10000,135000,0,1DK,25.34
ベルファース大森Ｎｏｒｔｈ,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩11分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,11,京急本線/平和島駅駅,18,,10,8,135000,10000,135000,0,1DK,25.28
ベルファース大森Ｎｏｒｔｈ,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩11分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,11,京急本線/平和島駅駅,18,,10,8,138000,10000,138000,0,1DK,25.78
ベルファース大森Ｎｏｒｔｈ,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩11分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,11,京急本線/平和島駅駅,18,,10,10,238000,15000,238000,0,1LDK,42.05
ベルファース大森Ｎｏｒｔｈ,東京都大田区大森北１, ＪＲ京浜東北線/大森駅 歩3分 京急本線/大森海岸駅 歩11分 京急本線/平和島駅 歩18分 ,ＪＲ京浜東北線/大森駅駅,3,京急本線/大森海岸駅駅,11,京急本線/平和島駅駅,18,,10,10,248000,15000,248000,0,1LDK,46.29
國恵ハイツ,東京都大田区南雪谷３, 東急池上線/石川台駅 歩9分 東急池上線/雪が谷大塚駅 歩12分 東急多摩川線/沼部駅 歩25分 ,東急池上線/石川台駅駅,9,東急池上線/雪が谷大塚駅駅,12,東急多摩川線/沼部駅駅,25,35,3,3,90000,2000,90000,90000,2DK,43.0
國恵ハイツ,東京都大田区南雪谷３, 東急池上線/石川台駅 歩9分 東急池上線/雪が谷大塚駅 歩12分 東急多摩川線/沼部駅 歩25分 ,東急池上線/石川台駅駅,9,東急池上線/雪が谷大塚駅駅,12,東急多摩川線/沼部駅駅,25,35,3,3,93000,2000,93000,93000,2DK,38.88
國恵ハイツ,東京都大田区南雪谷３, 東急池上線/石川台駅 歩9分 東急池上線/雪が谷大塚駅 歩12分 東急多摩川線/沼部駅 歩25分 ,東急池上線/石川台駅駅,9,東急池上線/雪が谷大塚駅駅,12,東急多摩川線/沼部駅駅,25,35,3,3,105000,0,105000,105000,2DK,40.0
京急本線 大森町駅 4階建 築5年,東京都大田区大森西３, 京急本線/大森町駅 歩3分 京急本線/平和島駅 歩11分 京急本線/梅屋敷駅 歩11分 ,京急本線/大森町駅駅,3,京急本線/平和島駅駅,11,京急本線/梅屋敷駅駅,11,5,4,3,84000,5000,84000,84000,1K,26.07
ハイネス・イーストII,東京都大田区東六郷２, 京急本線/雑色駅 歩6分 京急空港線/糀谷駅 歩18分 ＪＲ京浜東北線/蒲田駅 歩25分 ,京急本線/雑色駅駅,6,京急空港線/糀谷駅駅,18,ＪＲ京浜東北線/蒲田駅駅,25,36,3,2,105000,0,105000,105000,2DK,40.0
ハイネス・イーストII,東京都大田区東六郷２, 京急本線/雑色駅 歩6分 京急空港線/糀谷駅 歩18分 ＪＲ京浜東北線/蒲田駅 歩25分 ,京急本線/雑色駅駅,6,京急空港線/糀谷駅駅,18,ＪＲ京浜東北線/蒲田駅駅,25,36,3,3,110000,0,110000,110000,2DK,40.0
京急本線 京急蒲田駅 3階建 築36年,東京都大田区蒲田３, 京急本線/京急蒲田駅 歩4分 京急本線/梅屋敷駅 歩9分 ＪＲ京浜東北線/蒲田駅 歩9分 ,京急本線/京急蒲田駅駅,4,京急本線/梅屋敷駅駅,9,ＪＲ京浜東北線/蒲田駅駅,9,36,3,3,115000,3000,115000,115000,2DK,39.42
リーフコート東六郷,東京都大田区東六郷１, 京急本線/雑色駅 歩7分 京急空港線/糀谷駅 歩14分 京急本線/京急蒲田駅 歩18分 ,京急本線/雑色駅駅,7,京急空港線/糀谷駅駅,14,京急本線/京急蒲田駅駅,18,36,3,3,89000,3000,89000,0,2K,37.79
リーフコート東六郷,東京都大田区東六郷１, 京急本線/雑色駅 歩7分 京急空港線/糀谷駅 歩14分 京急本線/京急蒲田駅 歩18分 ,京急本線/雑色駅駅,7,京急空港線/糀谷駅駅,14,京急本線/京急蒲田駅駅,18,36,3,2,90000,3000,90000,0,2K,41.0
リーフコート東六郷,東京都大田区東六郷１, 京急本線/雑色駅 歩7分 京急空港線/糀谷駅 歩14分 京急本線/京急蒲田駅 歩18分 ,京急本線/雑色駅駅,7,京急空港線/糀谷駅駅,14,京急本線/京急蒲田駅駅,18,36,3,3,90000,3000,90000,0,2K,37.72
リーフコート東六郷,東京都大田区東六郷１, 京急本線/雑色駅 歩7分 京急空港線/糀谷駅 歩14分 京急本線/京急蒲田駅 歩18分 ,京急本線/雑色駅駅,7,京急空港線/糀谷駅駅,14,京急本線/京急蒲田駅駅,18,36,3,3,93000,0,0,0,2K,37.72
リーフコート東六郷,東京都大田区東六郷１, 京急本線/雑色駅 歩7分 京急空港線/糀谷駅 歩14分 京急本線/京急蒲田駅 歩18分 ,京急本線/雑色駅駅,7,京急空港線/糀谷駅駅,14,京急本線/京急蒲田駅駅,18,36,3,1,103000,3000,103000,0,ワンルーム,41.0
メルモ,東京都大田区西蒲田３, ＪＲ京浜東北線/蒲田駅 歩12分 東急池上線/蓮沼駅 歩11分 東急池上線/池上駅 歩13分 ,ＪＲ京浜東北線/蒲田駅駅,12,東急池上線/蓮沼駅駅,11,東急池上線/池上駅駅,13,15,2,2,99000,3000,99000,99000,2K,34.58
富ハイツ,東京都大田区西蒲田３, 東急池上線/池上駅 歩8分 ＪＲ京浜東北線/蒲田駅 歩16分 東急池上線/蓮沼駅 歩7分 ,東急池上線/池上駅駅,8,ＪＲ京浜東北線/蒲田駅駅,16,東急池上線/蓮沼駅駅,7,39,3,3,72000,0,72000,72000,2DK,37.95
ニューライフ大森,東京都大田区大森東１, 京急本線/平和島駅 歩7分 京急本線/大森町駅 歩14分 東京モノレール/流通センター駅 歩24分 ,京急本線/平和島駅駅,7,京急本線/大森町駅駅,14,東京モノレール/流通センター駅駅,24,30,3,3,77000,3000,77000,77000,1DK,30.6
ニューライフ大森,東京都大田区大森東１, 京急本線/平和島駅 歩7分 京急本線/大森町駅 歩14分 東京モノレール/流通センター駅 歩24分 ,京急本線/平和島駅駅,7,京急本線/大森町駅駅,14,東京モノレール/流通センター駅駅,24,30,3,3,80000,3000,80000,0,1DK,30.6
ＭＦテラス多摩川,東京都大田区多摩川１, 東急多摩川線/矢口渡駅 歩3分 東急多摩川線/武蔵新田駅 歩12分 東急池上線/蓮沼駅 歩15分 ,東急多摩川線/矢口渡駅駅,3,東急多摩川線/武蔵新田駅駅,12,東急池上線/蓮沼駅駅,15,6,4,2,85000,3000,85000,85000,1K,25.16
京急空港線 大鳥居駅 4階建 築14年,東京都大田区東糀谷４, 京急空港線/大鳥居駅 歩9分 京急空港線/穴守稲荷駅 歩11分 東京モノレール/整備場駅 歩20分 ,京急空港線/大鳥居駅駅,9,京急空港線/穴守稲荷駅駅,11,東京モノレール/整備場駅駅,20,14,4,1,74000,7500,0,0,1K,20.81
京急空港線 大鳥居駅 4階建 築14年,東京都大田区東糀谷４, 京急空港線/大鳥居駅 歩9分 京急空港線/穴守稲荷駅 歩11分 東京モノレール/整備場駅 歩20分 ,京急空港線/大鳥居駅駅,9,京急空港線/穴守稲荷駅駅,11,東京モノレール/整備場駅駅,20,14,4,2,77000,7500,0,0,1K,20.81
京急空港線 大鳥居駅 4階建 築14年,東京都大田区東糀谷４, 京急空港線/大鳥居駅 歩9分 京急空港線/穴守稲荷駅 歩11分 東京モノレール/整備場駅 歩20分 ,京急空港線/大鳥居駅駅,9,京急空港線/穴守稲荷駅駅,11,東京モノレール/整備場駅駅,20,14,4,4,79000,7500,0,0,1K,20.81
トーレタケダ,東京都大田区北千束３, 東急目黒線/大岡山駅 歩4分 東急大井町線/北千束駅 歩9分 東急池上線/洗足池駅 歩12分 ,東急目黒線/大岡山駅駅,4,東急大井町線/北千束駅駅,9,東急池上線/洗足池駅駅,12,29,1,2,90000,5000,90000,90000,1DK,29.41
トーレタケダ,東京都大田区北千束３, 東急目黒線/大岡山駅 歩4分 東急大井町線/北千束駅 歩9分 東急池上線/洗足池駅 歩12分 ,東急目黒線/大岡山駅駅,4,東急大井町線/北千束駅駅,9,東急池上線/洗足池駅駅,12,29,1,4,105000,5000,105000,105000,1DK,29.41
トーレタケダ,東京都大田区北千束３, 東急目黒線/大岡山駅 歩4分 東急大井町線/北千束駅 歩9分 東急池上線/洗足池駅 歩12分 ,東急目黒線/大岡山駅駅,4,東急大井町線/北千束駅駅,9,東急池上線/洗足池駅駅,12,29,1,3,113000,5000,113000,113000,1LDK,33.4
トーレタケダ,東京都大田区北千束３, 東急目黒線/大岡山駅 歩4分 東急大井町線/北千束駅 歩9分 東急池上線/洗足池駅 歩12分 ,東急目黒線/大岡山駅駅,4,東急大井町線/北千束駅駅,9,東急池上線/洗足池駅駅,12,29,1,3,125000,5000,125000,125000,2K,37.4
東急池上線 石川台駅 6階建 築34年,東京都大田区東雪谷２, 東急池上線/石川台駅 歩5分 東急池上線/雪が谷大塚駅 歩11分 東急池上線/洗足池駅 歩12分 ,東急池上線/石川台駅駅,5,東急池上線/雪が谷大塚駅駅,11,東急池上線/洗足池駅駅,12,34,6,4,84000,0,84000,84000,ワンルーム,26.44
京急本線 京急蒲田駅 4階建 新築,東京都大田区蒲田本町２, 京急本線/京急蒲田駅 歩8分 ＪＲ京浜東北線/蒲田駅 歩10分 京急本線/雑色駅 歩11分 ,京急本線/京急蒲田駅駅,8,ＪＲ京浜東北線/蒲田駅駅,10,京急本線/雑色駅駅,11,,4,1,77000,9000,0,0,ワンルーム,19.25
京急本線 京急蒲田駅 4階建 新築,東京都大田区蒲田本町２, 京急本線/京急蒲田駅 歩8分 ＪＲ京浜東北線/蒲田駅 歩10分 京急本線/雑色駅 歩11分 ,京急本線/京急蒲田駅駅,8,ＪＲ京浜東北線/蒲田駅駅,10,京急本線/雑色駅駅,11,,4,2,80000,9000,0,0,ワンルーム,20.11
京急本線 京急蒲田駅 4階建 新築,東京都大田区蒲田本町２, 京急本線/京急蒲田駅 歩8分 ＪＲ京浜東北線/蒲田駅 歩10分 京急本線/雑色駅 歩11分 ,京急本線/京急蒲田駅駅,8,ＪＲ京浜東北線/蒲田駅駅,10,京急本線/雑色駅駅,11,,4,3,80500,9000,0,0,ワンルーム,20.09
京急本線 京急蒲田駅 4階建 新築,東京都大田区蒲田本町２, 京急本線/京急蒲田駅 歩8分 ＪＲ京浜東北線/蒲田駅 歩10分 京急本線/雑色駅 歩11分 ,京急本線/京急蒲田駅駅,8,ＪＲ京浜東北線/蒲田駅駅,10,京急本線/雑色駅駅,11,,4,2,81000,9000,0,0,ワンルーム,20.11
